stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0
72hpf,5.35,1.07,118.75,1.07,0,0,0,0,0,0,0,0,1.07,13.91,0,1.07,0,5.35,4.28,2.14,0,0
21Day,1.34,1.34,32.12,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,1.34,4.02,0,0,0
3Month,0,1.28,4.8,0,0,0.32,0,0,5.12,0,0,0.32,0,0.64,0.96,0.64,0,0,0,0,0.64,0.32
22Month,0,0,0.55,0,0,1.09,0.55,0.55,18.04,0.55,1.09,2.19,1.64,1.64,0,0.55,0.55,0,0,0,2.19,0
