stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte
24hpf,16.35,53.12,163.46,0,4.09,0,4.09,4.09,4.09,0,0,8.17,155.28,93.99,404.55,12.26,106.25,5451.26,4.09,0,61.3,0,0,0,0,0,32.69,0
72hpf,2.14,0,5.35,1.07,4.28,0,0,0,0,0,0,2.14,9.63,0,10.7,1.07,62.05,212.89,0,1.07,10.7,0,0,10.7,1.07,1.07,0,0
21Day,8.03,0,13.39,0,13.39,6.69,0,0,0,12.05,1.34,0,1.34,4.02,20.08,0,9.37,28.11,1.34,0,1.34,1.34,1.34,2.68,0,1.34,0,0
3Month,0,0,3.84,0,0,0,0,0,0.64,0,0.64,0.32,1.28,0,1.92,0,0.32,0.64,0,0,0.32,0,2.24,0,0,0,0,2.88
22Month,0,0,1.09,0,0,0,0.55,0,1.09,0,0,0,0,0.55,0,0,0,0.55,0,0,0,0,1.09,0,0,0,0,0
