stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,24.52,0,0,4.09,0,40.86,0,0,8.17,0,0,0,0,0,0,0,257.44,12.26,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,19.26,0,9.63,1.07,0,35.3,0,0,0,0,0,0,36.37,0,0,3.21,0,5.35,0,0,0,0,14.98,3.21,0,0,0,2.14,0,2.14,2.14,0,0,0,0,1.07
21Day,1.34,9.37,0,57.56,30.79,0,111.1,0,1.34,1.34,0,2.68,6.69,174.01,1.34,1.34,13.39,17.4,24.09,0,0,20.08,0,14.72,9.37,0,1.34,0,6.69,8.03,0,0,5.35,0,4.02,0,13.39
3Month,0.96,53.75,0.64,110.38,0,2.56,48.31,0,120.94,8.96,0.32,25.92,175.01,35.51,16.32,7.68,10.56,24,35.19,2.56,0.96,78.71,5.12,8,0.64,3.84,1.6,0,6.72,8.32,26.56,0.64,0,0.32,498.16,11.84,151.66
22Month,1.09,176.57,1.09,68.33,0,3.83,44.83,0.55,48.65,10.39,2.19,37.17,145.41,54.67,13.12,1.09,2.19,26.79,10.93,1.09,0.55,43.19,0.55,15.85,0.55,0.55,1.09,0.55,8.75,0.55,25.69,1.09,0,0,93.48,0,118.62
