stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,2.14,1.07,1.07,0,0,0,0,0,0,1.07,0,0,0
21Day,0,1.34,0,6.69,4.02,0,0,2.68,0,4.02,1.34,0,2.68,0,4.02,12.05,4.02,0,0,2.68,0,5.35,0,5.35,1.34,0,8.03,0,0,0,0,0,0,2.68
3Month,0.32,3.84,2.24,17.6,0,1.28,9.92,21.76,0.32,419.45,10.24,1.28,80.63,1.92,3.2,34.55,2.88,0.96,0.64,1.28,2.24,2.56,0.32,3.84,1.6,0,0.96,4.48,5.12,0,0,0.64,2.24,7.36
22Month,0.55,6.01,5.47,12.57,0,4.92,12.03,159.08,28.97,1112.44,10.39,2.73,112.61,1.09,1.09,92.93,14.21,0,12.57,0.55,0,1.64,0.55,8.2,1.64,3.28,0,0.55,2.73,2.19,0,0,0,5.47
