stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,4.28,7.49,0,0,0,0,0,0,10.7,2.14,0,0,0,0
21Day,1.34,0,2.68,1.34,0,5.35,0,1.34,0,0,0,0,0,0,0,0,0,1.34,0,5.35,0,0,0,0,1.34,2.68,1.34,0,0,6.69,0,0,29.45,4.02,0,0,0,0
3Month,0.64,0.96,0.96,79.67,0.32,0,1.28,0.32,0.64,6.08,6.08,0,25.92,11.2,0.32,26.24,2.56,4.48,7.36,8.64,0.96,0,1.28,2.88,1.28,0,1.28,1.6,0,1.28,7.68,0.32,1078.87,0.96,0.32,8.96,243.8,4.8
22Month,0,0,1.64,16.95,0,0,0.55,0.55,0,0,2.19,50.84,18.59,0.55,0,6.56,0,0,2.19,2.19,0,0.55,0,0,0,0,0.55,1.09,20.77,0,0,0,235.61,0,0,0,0.55,1.09
