stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,171.63,8.17,0,0,0,0,0,0,4.09,0,0,0,0,53.12,12.26,32.69,224.75,0,0,0,4.09,764.16,3784.01,24.52,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,96.28,12.84,0,108.05,12.84,132.65,0,3.21,0,0,4.28,0,0,0,1.07,0,43.86,241.77,27.81,356.24,0,23.54,4.28,1.07,15426.39,1359.7,12.84,4.28,259.96,5.35,0,148.7,3.21,19.26,7.49,0,0,0
21Day,64.25,2.68,2.68,105.74,6.69,88.34,0,13.39,0,0,5.35,0,9.37,0,18.74,8.03,13.39,65.59,18.74,286.45,1.34,0,8.03,0,4912.42,327.94,1.34,9.37,89.68,109.76,0,34.8,14.72,60.23,8.03,2.68,0,17.4
3Month,0.64,2.24,1.6,64.95,0,0,1.28,0,10.56,2.24,5.12,0,20.8,3.84,0,8,183.97,198.37,6.72,210.21,9.28,0,2.88,1.28,20.8,1.6,0.32,0,0.96,0.64,8,1.92,0,0,0,3.52,3.84,5.12
22Month,0,1.64,0.55,14.76,0,0,0,0,2.73,0.55,6.01,0,42.09,4.92,0,4.92,39.36,9.84,6.01,110.97,7.65,2.19,3.83,0,26.79,1.09,1.09,1.09,0,1.09,14.76,7.65,1.64,0,0.55,0,0,2.19
