stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,57.21,0,0,0,0,44.95,159.37,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,16.05,0,5.35,0,0,0,0,0,0,0,0,0,5.35,44.93,0,9.63,0,0,0,0,5.35,6.42,1.07,0,0,7.49,0,0,1.07,3.21,1.07,0,0,0
21Day,1.34,5.35,0,49.53,0,5.35,0,4.02,1.34,0,0,4.02,1.34,4.02,2.68,0,40.16,8.03,57.56,1.34,0,6.69,0,9.37,10.71,0,0,0,16.06,9.37,0,2.68,0,1.34,0,0,0
3Month,0.64,12.8,3.84,244.44,0.96,0,1.6,1.92,36.15,25.28,0,161.89,70.71,7.04,80.63,10.56,104.3,68.79,85.75,33.27,0,26.24,4.8,2.24,0.64,6.08,0.32,0,2.24,5.44,0.32,42.55,0.32,0.96,17.28,4.8,35.51
22Month,0.55,18.59,4.92,55.21,0,0,2.73,1.64,11.48,32.8,16.4,319.79,21.87,15.85,58.49,0.55,19.13,44.83,72.16,2.19,14.21,19.13,0.55,4.37,0,7.11,2.73,0.55,2.19,1.64,0,9.84,6.01,0.55,9.29,0,9.29
