stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,28.6,0,73.56,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,4.09,28.6,85.81,155.28,0,0,0,0,57.21,1037.95,0,0,0,32.69,0,0,0,0,8.17,0,0,0
72hpf,9.63,6.42,0,35.3,3.21,21.4,0,3.21,0,0,0,0,0,0,0,7.49,0,16.05,52.42,5.35,64.19,0,7.49,3.21,0,342.33,221.45,0,6.42,0,59.91,5.35,1.07,23.54,2.14,2.14,0,0,0
21Day,26.77,8.03,0,72.28,2.68,24.09,0,30.79,0,0,1.34,0,0,6.69,2.68,32.12,9.37,8.03,25.43,10.71,78.97,0,0,10.71,0,92.36,69.6,1.34,0,0,30.79,10.71,1.34,5.35,0,1.34,0,0,16.06
3Month,0.64,11.2,4.8,134.7,0.64,0,3.2,4.16,0.32,17.28,41.59,0.32,0,198.37,43.51,11.84,70.39,12.8,39.03,47.67,57.27,12.16,0,11.52,8.96,7.36,3.52,5.12,6.4,0,2.56,5.76,144.3,2.24,0,0.96,27.2,46.07,46.71
22Month,0.55,19.68,7.11,59.04,1.09,0,3.83,4.92,0,12.57,61.77,23.51,0,283.71,39.36,18.59,88.56,5.47,12.03,59.59,51.93,1.64,8.75,7.11,1.64,4.37,0,10.39,8.75,1.64,0.55,2.19,47.01,2.73,1.64,0.55,6.01,0,16.95
