stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,57.21,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,5.35,0,20.33,0,0,0,0,0,0,0,1.07,0,2.14,2.14,0,7.49,0,2.14,0,46,157.26,0,0,8.56,0,0,226.8,0,0,3.21,0,0,0
21Day,33.46,1.34,0,73.62,4.02,66.93,0,6.69,0,6.69,0,2.68,0,6.69,2.68,6.69,16.06,2.68,33.46,0,0,2.68,69.6,663.91,1.34,4.02,10.71,74.96,1.34,1697.26,33.46,2.68,1.34,0,0,5.35
3Month,0.32,11.2,0,36.79,6.4,0,0.32,0.32,0.64,8,0.96,17.28,7.68,0.32,18.56,0.96,3.84,2.56,35.51,1.28,0,2.24,3.84,57.59,4.16,1.6,48.95,0.96,25.92,143.66,0.32,0,4.48,0.32,12.48,0.96
22Month,0.55,3.28,1.64,7.11,0,0,0.55,0,1.09,14.21,1.09,34.44,0.55,1.64,10.39,0.55,1.64,4.37,13.12,0,2.19,1.09,1.64,50.29,2.19,2.19,1.09,1.09,13.67,710.65,0,0,0,0,0,0.55
