stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,118.51,4.09,53.12,0,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,6.42,1.07,0,0,1.07,0,0,0,0,0,0,39.58,26.74,26.74,1.07,0,0,0,0,65.26,6.42,1.07,0,11.77,0,0,0,0,2.14,0,0,0
21Day,5.35,1.34,1.34,234.24,12.05,0,5.35,2.68,0,0,0,0,6.69,2.68,2.68,404.24,108.42,17.4,0,0,4.02,0,24.09,6.69,1.34,0,8.03,12.05,1.34,2.68,2.68,5.35,0,0,4.02
3Month,0.32,0.96,0.32,205.09,0,0.32,0,0.32,1.6,0,8.96,3.2,0.64,7.68,65.59,6.08,125.42,5.12,0.32,0,0.32,0.96,1.28,0,0.96,0,1.28,1.28,4.8,0,0,0,0.96,2.24,3.84
22Month,0,11.48,1.64,72.71,0,0,0,1.64,3.83,0.55,12.57,1.09,2.19,1.09,17.49,6.56,89.1,4.37,0,0.55,0.55,0,0.55,0,1.09,1.64,0.55,0,3.83,0,0,0,0,0,8.2
