stage,Cardiomyocyte,Intestinal.bulb.cell,Macrophage,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,Spermatocyte
24hpf,0,0,0,0,4.08640457285017,0,0
72hpf,0,0,0,1.06979114146608,0,0,0
3Month,0.319949299554195,0.319949299554195,0.319949299554195,0,0,3.19949299554195,0.959847898662586
