stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,212.49,0,12.26,20.43,0,0,0,0,4.09,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,16.05,0,0,0,0,0,0,0,0,0,2.14,0,43.86,3.21,1.07,11.77,0,0,0,4.28,0,6.42,0,0,0,12.84,0,0,0,0,0,0,0,0
21Day,1.34,0,0,33.46,10.71,0,0,0,1.34,0,0,0,0,25.43,0,84.33,5.35,0,26.77,0,0,1.34,0,10.71,2.68,1.34,0,0,12.05,6.69,0,0,0,1.34,0,0,66.93
3Month,1.6,4.48,0.96,332.11,0,6.08,0.64,1.6,179.81,10.24,0.64,23.68,25.28,12.48,15.68,17.92,8.64,17.92,27.52,4.8,0,4.8,143.66,1.6,0,8,1.92,0,0.64,12.48,25.6,0.64,0,0.96,4.48,6.72,703.25
22Month,0.55,6.56,2.73,804.68,0,5.47,2.19,1.09,406.16,20.23,7.65,90.74,6.56,44.83,16.95,19.13,10.39,47.56,22.96,0.55,4.37,1.64,5.47,1.09,0,4.92,4.37,1.64,1.09,5.47,15.85,1.09,3.83,0,0.55,0,630.84
