stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,20.43,0,0,0,0,8.17,69.47,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,1.07,1.07,3.21,0,0,0,0,0,0,0,0,0,2.14,0,12.84,0,0,0,0,11.77,4.28,1.07,0,23.54,0,0,0,1.07,0,0,0
21Day,1.34,0,1.34,4.02,0,0,1.34,0,0,0,0,0,0,0,0,0,0,10.71,0,0,2.68,0,8.03,0,0,0,12.05,0,1.34,0,0,0,0,0
3Month,0,1.6,0,9.28,0,0,0,0.64,2.24,0.32,11.84,1.92,0.32,2.88,0.32,1.92,1.6,14.08,4.16,0,0.64,1.28,0.96,0.32,1.6,2.24,0,0.96,16.96,0.64,0.32,1.92,43.83,2.56
22Month,0,1.09,1.09,2.73,0,0,0,0.55,0.55,0,9.84,0.55,0.55,5.47,0,0,0,7.65,0,0.55,0.55,0,1.64,0,0.55,0,0,0,9.29,2.19,0,0,0.55,0.55
