stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,8.17,28.6,20.43,61.3,0,0,32.69,400.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,34.23,9.63,0,31.02,4.28,39.58,0,0,0,0,0,0,1.07,0,10.7,77.02,3.21,80.23,4.28,2.14,909.32,231.07,3.21,0,96.28,1.07,0,32.09,0,3.21,5.35,0,0
21Day,52.2,4.02,16.06,129.84,2.68,54.88,0,12.05,1.34,5.35,24.09,0,33.46,22.76,5.35,78.97,13.39,147.24,0,22.76,293.14,95.04,4.02,5.35,45.51,37.48,1.34,18.74,9.37,20.08,4.02,0,17.4
3Month,0,0.32,0,2.56,0,0,0,0.32,0,0.96,3.84,0.96,0.32,0.64,0,1.28,0,0.64,0,0.64,3.84,0.32,0.32,0,0,0,2.56,0,0,0,0,1.6,0
22Month,0,0,0,0.55,0,0,0.55,0,0,1.09,8.75,0.55,0,0.55,0,0.55,0,2.19,0,0,1.09,0.55,0.55,0,0,0,7.65,1.09,0,0,0,0,0.55
