stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,110.33,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,1.07,1.07,0,0,0,0,0,0,0,0,0,0,14.98,0,2.14,0,0,1.07,0,8.56,10.7,0,0,9.63,0,0,1.07,0,1.07,0,0,0
21Day,2.68,0,0,21.42,0,5.35,0,0,0,0,0,1.34,0,1.34,0,0,6.69,0,4.02,0,0,0,0,2.68,8.03,0,0,12.05,2.68,0,0,1.34,1.34,0,0,1.34
3Month,0,2.24,0.64,46.07,0.32,0,0.32,0.32,6.4,1.92,0,122.22,2.56,1.92,13.44,0.96,6.08,2.56,7.36,2.88,0,0.64,0.64,0.32,1.6,0.64,1.28,0.64,2.24,7.68,1.28,0,2.24,1.28,24.96,2.24
22Month,0,3.83,0.55,30.07,0.55,0,1.09,0,2.19,5.47,1.64,144.86,0.55,3.83,16.4,0.55,0,2.73,5.47,0,4.92,0,0,0,0,0,0.55,0.55,1.09,2.73,0,0,0,0.55,0,0.55
