stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,65.38,0,0,0,0,0,8.17,0,0,0,0,4.09,0,0,8.17,0,0,0,16.35,12.26,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,14.98,2.14,13.91,0,0,0,0,0,0,0,0,3.21,16.05,0,22.47,0,0,0,3.21,1771.57,52.42,3.21,22.47,14.98,1.07,0,27.81,19.26,11.77,5.35,0,0,0
21Day,10.71,1.34,1.34,20.08,2.68,17.4,0,1.34,0,0,5.35,0,4.02,0,2.68,5.35,1.34,40.16,0,0,6.69,0,489.9,16.06,1.34,24.09,17.4,10.71,0,12.05,28.11,52.2,5.35,0,0,1.34
3Month,0,0.96,0.32,9.28,0.32,0,0.96,4.16,0.32,0,10.56,3.2,0.64,4.8,0.64,6.72,0.64,9.28,22.72,0,0.96,0.64,1.28,0,1.28,0.32,1.28,0.32,7.04,0.32,0,0,0.96,0.96,9.92,0.96
22Month,0.55,1.09,1.09,7.11,0.55,0,1.64,4.92,2.73,0,38.81,2.19,0,2.19,1.09,2.19,1.09,3.28,4.37,0.55,1.64,0,2.73,0.55,1.64,1.09,1.64,0.55,3.83,4.37,0,0,1.09,0,0,2.19
