stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,T_cell
24hpf,0,0,36.78,0,0,0,4.09,0,0,0,0,0,16.35,0,0,8.17,77.64,0,0,4.09,0,0,0
72hpf,1.07,0,10.7,1.07,0,0,0,0,0,1.07,11.77,0,10.7,1.07,0,4.28,1.07,0,0,14.98,0,0,0
21Day,1.34,0,36.14,1.34,0,0,0,0,0,1.34,14.72,0,45.51,8.03,0,4.02,4.02,1.34,2.68,5.35,1.34,0,0
3Month,0,0,2.24,0,0,0,0,0,1.28,0,0.32,0,0,0,0.32,0.32,0,0,0,0,0,0.64,0
22Month,0,2.19,0.55,0,1.09,8.2,0,6.01,2.73,0,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,1.09
