stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,8.56,0,0,0,0,0,1.07,0,0,0,7.49,0,1.07,11.77,0,0,0,0,0,0,2.14,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,49.53,0,2.68,0,1.34,0,12.05,0,0,9.37,69.6,1.34,4.02,22.76,12.05,5.35,0,0,0,0,6.69,1.34,0,0,1.34,5.35,0,1.34,0,0,2.68,0,0,91.02
3Month,1.28,4.48,0.64,44.15,0.32,0,2.56,0,4.8,427.13,0,35.83,854.58,39.67,12.48,4.16,134.06,53.75,20.16,2.24,0.64,2.56,3.84,2.24,0.32,1.28,1.28,0,12.16,1.28,11.52,1.28,0.32,0.32,7.36,8.64,557.67
22Month,0.55,8.75,0,17.49,0,0,7.11,1.64,1.09,600.77,2.73,31.71,250.37,60.13,3.28,1.09,18.04,77.08,3.83,0,0.55,2.19,0,0.55,0,1.64,2.73,0.55,1.64,0,4.92,0.55,0,0,0,0,203.9
