stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,4.09,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,2.14,1.07,7.49,0,0,0,0,0,0,0,1.07,0,1.07,16.05,0,10.7,0,0,0,0,75.96,29.95,1.07,1.07,11.77,0,0,6.42,0,0,0,0
21Day,4.02,1.34,0,12.05,0,10.71,0,1.34,0,0,0,5.35,0,4.02,1.34,1.34,9.37,1.34,8.03,0,0,1.34,0,9.37,8.03,0,1.34,8.03,0,0,0,0,0,0,1.34
3Month,0.64,0.64,0.96,17.28,0,0,0.64,0.32,2.56,4.8,0,28.16,5.76,0.64,8.96,1.6,7.36,7.04,6.08,3.2,0,0,1.28,0.64,0,0.64,1.6,0,1.6,3.52,0,0.32,1.28,1.6,8.64
22Month,0.55,1.64,2.19,8.2,0,0,0,0,0.55,10.93,6.56,83.09,3.83,1.64,9.84,0.55,1.09,7.11,4.92,0,1.09,2.73,0,0.55,0,0.55,1.64,0,0.55,0.55,1.09,0.55,0,0,1.64
