stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,1.07,0,0,0,0,1.07,0,2.14,0,0,1.07,1.07,20.33,7.49,0,1.07,0,0,2.14,0,0,0
21Day,1.34,1.34,6.69,1.34,1.34,0,0,1.34,0,0,4.02,2.68,0,0,9.37,0,1.34,0,4.02,0,1.34,0,0,0
3Month,0,0.32,0.64,0,0,0,0.96,0,0.64,0,0.32,0,0,0,0.32,0,0,0,0,0.64,0,0.32,0.32,0.32
22Month,0,0,0.55,0,0,0.55,1.09,0,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0
