stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,8.17,126.68,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,3.21,1.07,0,0,1.07,0,0,0,1.07,0,1.07,1.07,1.07,3.21,0,0,35.3,25.67,0,0,0,3.21,0,6.42,1.07,1.07,2.14,0,0,0
21Day,4.02,0,0,12.05,0,0,0,0,0,1.34,2.68,4.02,2.68,1.34,1.34,10.71,14.72,4.02,0,22.76,16.06,0,0,0,12.05,0,2.68,1.34,2.68,0,0,0,4.02
3Month,0.32,1.6,0.96,12.8,0,0.32,0.64,5.44,0,4.16,10.24,0.64,1.28,0.96,5.76,9.92,4.48,2.24,0.32,0.64,0.32,0.32,0.32,0,0.96,4.16,0.32,0.32,0,0,3.52,0.32,10.24
22Month,0,2.19,0,5.47,0.55,0.55,0,6.56,2.19,10.93,4.92,3.83,0,0,0,8.2,3.83,1.09,0,1.64,0,0.55,1.64,0.55,0,1.64,0.55,1.09,0,0,0,0,0
