stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,57.21,4.09,0,4.09,0,0,0,24.52,4.09,110.33,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,14.98,48.14,0,0,0,0,0,0,0,0,0,7.49,9.63,0,3.21,0,0,0,5.35,46,17.12,0,0,0,1.07,0,1.07,18.19,0,1.07,0,0,0
21Day,0,0,0,12.05,14.72,1.34,0,0,0,0,0,0,1.34,0,5.35,8.03,0,0,0,0,0,0,6.69,4.02,0,0,0,0,5.35,2.68,0,0,2.68,0,0,0
3Month,0,3.84,2.88,409.54,10.24,0,2.24,21.44,5.44,0.32,24,8.96,0.64,111.66,50.23,10.24,9.28,9.28,1.92,0,15.04,32.95,30.4,0.96,28.48,1.28,0,0.96,4.16,71.67,2.24,0,1.28,2.24,374.02,5.76
22Month,0,2.19,3.83,204.45,2.73,0,0,9.84,3.83,2.73,135.02,0,0.55,116.44,10.93,4.37,4.92,1.09,0,4.37,5.47,4.37,13.67,1.09,18.59,0.55,1.09,0,1.64,23.51,0.55,0.55,1.09,0,2.19,2.73
