stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,478.11,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,16.35,36.78,0,20.43,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,243.91,0,0,4.28,38.51,0,0,0,0,0,0,0,0,0,0,3.21,12.84,1.07,31.02,0,0,10.7,2.14,24.61,10.7,2.14,0,4.28,0,0,0,5.35,3.21,12.84,0,0,0
21Day,186.06,0,1.34,2.68,20.08,5.35,0,1.34,0,0,0,1.34,0,1.34,0,0,5.35,1.34,25.43,0,0,13.39,0,8.03,2.68,1.34,0,2.68,4.02,0,1.34,0,9.37,8.03,0,0,0
3Month,6.72,0.96,0.96,341.07,9.6,0,0,0,1.6,1.28,0,15.36,3.2,0,8.32,55.99,43.83,2.88,8.96,1.6,0.32,4.16,9.28,7.36,0.64,3.52,0.64,0,1.92,72.31,0.96,0,0,1.6,1.28,15.04,1.92
22Month,9.29,1.64,1.64,94.57,2.73,0,0.55,1.09,2.19,5.47,3.28,46.47,2.19,0,5.47,19.68,12.57,4.37,6.56,0.55,0.55,3.83,1.09,7.11,1.64,9.84,0.55,0,0,28.43,0.55,0,0,0.55,0,0,1.09
