stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,28.6,8.17,4.09,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,4.28,0,0,0,0,5.35,18.19,0,0,1.07,0,0,0,0,0,2.14,0,0,0
21Day,2.68,0,0,16.06,2.68,6.69,0,0,0,0,0,1.34,0,2.68,1.34,2.68,6.69,1.34,9.37,0,0,0,2.68,17.4,6.69,1.34,0,16.06,1.34,1.34,0,156.61,1029.33,4.02,0,0,1.34
3Month,0.64,0.32,0,5.44,0,0,0,1.6,0.96,0,0,44.15,2.56,0,1.28,0.96,1.28,0.64,0.96,0.64,0.32,3.2,9.6,0,0,0.32,0,0,1.6,71.03,0.32,0,0.32,0.32,0.32,4.48,0.96
22Month,0,1.09,0.55,2.73,0,0,0.55,0,1.64,0.55,0,47.56,1.09,0,1.64,0,0.55,1.09,3.28,0,0,1.64,1.64,0,0,0,2.19,0,0,17.49,0,6.56,3.83,0,0,0,1.09
