stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,1.07,2.14,0,3.21,0,0,0,0,3.21,2.14,0,0,0,0,0,0,1.07,0,0,0,0
21Day,0,0,0,8.03,0,0,0,0,0,0,0,1.34,1.34,0,0,0,0,0,0,0,6.69,1.34,0,0,0,1.34,0,0,0,0,0,0,0
3Month,0.32,0.64,0.96,43.83,0,0,1.28,1.92,0,69.75,1.28,37.11,0.96,13.12,0.64,8.96,1.92,0,1.6,3.52,2.88,0.96,1.92,1.28,0,0.64,2.88,12.8,0.64,0.32,0.96,1.92,1.28
22Month,0,1.09,4.37,26.79,0,3.28,3.83,2.19,0.55,216.48,1.64,30.61,0,3.28,1.09,4.92,0.55,20.23,2.73,0,0,0,2.73,4.92,0.55,0.55,0,4.37,0,0,0,0,1.09
