stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,36.78,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,28.6,8.17,93.99,0,0,0,4.09,0,114.42,4.09,0,16.35,0,0,0,0,0,0,0
72hpf,5.35,0,0,48.14,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,25.67,0,42.79,0,0,9.63,0,16.05,10.7,1.07,0,20.33,1.07,0,2.14,1.07,0,0,0
21Day,12.05,1.34,2.68,69.6,1.34,8.03,0,0,0,0,0,0,1.34,0,1.34,4.02,1.34,25.43,0,49.53,0,0,21.42,0,22.76,2.68,0,0,6.69,0,0,2.68,0,0,0,1.34
3Month,0,0,2.56,63.67,0.96,0,0,0,0.96,1.28,0.96,0,47.03,1.92,0.32,63.99,5.44,42.55,0.96,28.16,2.24,0,3.2,0,0.32,0,4.48,0.96,0,1.6,1.6,0,0,0.96,0.96,2.56
22Month,0,1.64,7.65,37.72,0,0,1.09,0.55,2.19,3.28,4.37,0,25.15,1.64,2.73,107.14,1.09,25.69,1.09,54.12,1.09,1.09,7.11,0,1.09,0,4.92,0.55,0,0.55,1.64,0.55,0,0,0,0.55
