stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,4.28,0,21.4,958.53,24.61,0,0,0,1.07,0,0,0,1.07,0,6.42,125.17,4.28,28.88,0,0,4.28,2773.97,96.28,16.05,0,32.09,0,0,16.05,706.06,456.8,2.14,0,0,0
21Day,21.42,0,1.34,57.56,775.01,41.49,0,5.35,1.34,2.68,0,4.02,4.02,14.72,17.4,4.02,70.94,9.37,50.86,0,4.02,13.39,555.49,34.8,4.02,6.69,24.09,40.16,2.68,18.74,1048.07,2268.81,5.35,1.34,0,12.05
3Month,0.64,0.32,0.96,7.36,153.58,0,0.32,0,1.6,1.28,0,13.76,2.88,0.96,4.48,0.32,8.32,1.28,3.2,0.32,0,0.64,34.23,0.32,15.04,1.28,0,6.4,40.31,0.32,26.24,6.08,0.96,1.6,14.72,0.64
22Month,0.55,2.19,1.09,4.37,38.27,0,0,0,1.09,14.21,4.92,30.07,0.55,1.09,4.92,1.09,4.92,3.83,3.83,0.55,4.37,0.55,19.68,0,23.51,1.09,0,0,42.09,6.01,1030.44,2.73,1.64,0,0,1.64
