stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,16.35,0,32.69,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,0,0,20.43,16.35,122.59,0,0,0,4.09,28.6,862.23,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,22.47,6.42,0,16.05,3.21,12.84,0,0,0,0,1.07,0,0,1.07,0,1.07,0,12.84,44.93,0,48.14,0,2.14,1.07,0,263.17,186.14,1.07,2.14,36.37,4.28,0,16.05,3.21,0,4.28,0,0,0
21Day,49.53,2.68,2.68,124.48,2.68,49.53,0,33.46,0,0,1.34,0,0,4.02,1.34,30.79,5.35,1.34,42.83,21.42,161.96,2.68,0,13.39,0,148.58,82.99,0,5.35,44.17,16.06,1.34,8.03,4.02,8.03,8.03,0,0,8.03
3Month,0.64,4.16,0.96,43.51,0.64,0,1.28,3.2,0.32,4.48,10.24,0,0,42.23,18.56,3.2,21.12,0.96,13.76,17.6,15.36,2.56,0.32,1.92,3.2,2.88,0.32,4.16,0.96,0.96,1.28,38.71,0.32,0,0,0,7.04,23.04,14.4
22Month,0.55,4.37,0.55,19.13,0.55,0,1.64,2.19,0.55,2.73,15.31,4.92,0,96.76,8.75,3.28,23.51,0.55,5.47,22.96,22.96,0.55,3.83,2.73,0.55,1.64,0.55,6.56,2.19,0.55,0,10.39,1.64,2.73,0,0,1.09,0,6.01
