stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,138.94,36.78,0,0,0,0,4.09,20.43,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,12.84,0,0,0,0,2.14,3.21,0,0,7.49,0,0,0,2.14,0,0,0,0,0
21Day,6.69,5.35,1.34,2.68,4.02,0,0,0,4.02,0,0,2.68,29.45,0,0,0,22.76,29.45,0,0,5.35,0,9.37,4.02,0,1.34,5.35,1.34,0,0,2.68,1.34,5.35,0,0,42.83
3Month,1.28,19.52,1.6,10.24,0,1.28,0.96,3.52,59.83,0,15.68,125.1,7.04,4.16,1.6,2.56,109.42,47.99,16,0,3.52,0.96,1.28,0,3.2,0.64,4.8,2.88,0.64,10.88,0,0,0,48.95,6.4,94.39
22Month,0,26.24,0.55,4.92,0,1.09,1.64,1.64,113.7,2.19,48.65,86.37,8.2,4.37,1.09,0.55,152.52,51.39,1.09,1.64,1.09,0,0.55,0,1.09,0.55,1.09,0.55,0,2.19,2.73,0.55,0,13.67,0,66.69
