stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,0,0,85.81,0,4.09,0,4.09,0,0,0,4.09,0,0,4.09,32.69,8.17,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,144.42,0,20.33,0,0,0,0,0,11.77,0,1.07,1.07,0,1.07,0,0,0,10.7,5.35,0,0,0,3.21,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,16.06,0,483.21,0,310.54,0,1.34,0,4.02,0,25.43,2.68,0,1.34,8.03,8.03,0,1.34,0,14.72,4.02,0,0,0,8.03,12.05,1.34,0,0,10.71,0,0,0,1.34
3Month,0.32,0.96,3.84,22.72,0,0,13.44,34.23,2.56,34.23,0,11.84,2.56,4.16,7.68,0.96,2.56,5.12,4.48,0,1.92,88.31,0,0,0.64,0,0,0,1.6,98.22,0,0,0,0.32,1.28,60.15,1.28
22Month,1.09,11.48,7.11,27.88,0.55,0,11.48,31.71,3.28,20.23,21.32,98.4,9.29,7.11,10.39,2.19,3.28,10.93,10.39,4.37,4.37,0.55,1.09,1.09,3.28,1.09,777.34,0.55,0.55,54.12,0.55,1.09,0,0,1.09,0,3.83
