stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,2.68,0,2.68,2.68,6.69,0,1.34,0,0,1.34,65.59,0,1.34,1.34,1.34,8.03,1.34,10.71,0,1.34,0,0,8.03,2.68,0,0,0,4.02,8.03,0,0,0,1.34,0,0,1.34
3Month,0.96,1.6,3.84,12.48,0,1.6,0,4.48,1.28,0,673.81,1.6,0,8.32,2.88,3.2,1.92,5.12,0.96,0.64,2.24,8.64,0.32,0,0.64,0.64,0,0.32,8.32,2.24,0.32,0,0,1.92,0.32,1.28
22Month,2.19,9.84,8.2,23.51,0,31.71,1.09,5.47,24.6,2.73,8357.26,10.93,2.19,32.25,1.09,5.47,20.23,21.87,0.55,161.26,6.56,0,2.73,0,3.28,9.29,2.19,2.19,16.4,7.11,3.83,1.09,0,1.09,0,7.11
