stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,36.37,0,0,6.42,12.84,27.81,0,0,0,0,0,0,1.07,0,6.42,36.37,8.56,25.67,2.14,3.21,1.07,3623.38,146.56,11.77,99.49,37.44,2.14,0,56.7,1.07,2.14,5.35,0,0,0
21Day,12.05,1.34,1.34,29.45,0,36.14,0,2.68,0,1.34,1.34,1.34,18.74,6.69,6.69,14.72,10.71,88.34,0,9.37,0,1378.69,61.57,20.08,82.99,21.42,52.2,0,29.45,4.02,8.03,2.68,0,0,5.35
3Month,0.64,0.64,0,2.88,0,0,0,0.32,0.64,2.24,8,3.84,0.32,5.44,0.32,2.24,1.92,6.72,0,0.32,0.32,14.4,3.2,43.19,11.52,0,0.32,1.92,5.44,0,0,0.96,0.64,45.75,2.88
22Month,0.55,0,0,1.09,0,0,1.09,1.09,1.09,4.37,32.25,1.09,1.09,2.73,0,0.55,5.47,6.56,0,0,0,48.65,1.64,55.21,25.69,0,0,5.47,8.2,0,0,0,0.55,2.19,3.28
