stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,12.26,0,0,0,0,0,4.09,151.2,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,4.28,1.07,4.28,0,1.07,0,0,0,0,0,0,0,0,3.21,6.42,1.07,10.7,0,0,0,0,97.35,38.51,1.07,2.14,8.56,1.07,1.07,11.77,0,2.14,0,0,0
21Day,9.37,0,0,28.11,1.34,13.39,0,13.39,0,0,0,0,1.34,0,10.71,4.02,0,4.02,2.68,26.77,0,0,0,0,37.48,16.06,0,0,12.05,8.03,0,2.68,0,0,0,0,5.35
3Month,0.32,1.6,0.32,13.44,0,0,0.64,0.32,0.32,2.56,0,0,22.4,2.56,0.64,13.44,0.96,4.48,5.12,1.92,0.96,0,2.24,0.96,1.28,0.32,0.64,0.64,0,0.32,6.72,0,0,0,0.96,1.6,4.48
22Month,0,1.09,1.09,8.2,0,0,0,1.09,1.64,7.65,3.28,0,53.03,1.64,1.09,13.12,0.55,0.55,5.47,3.28,0,0.55,1.64,0.55,2.19,0,1.09,0.55,0.55,0.55,1.64,1.64,0.55,0,0,0,4.37
