stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,1.07,2.14,0,2.14,0,0,1.07,0,2.14,2.14,0,0,0,1.07,0,0,0,0,0,0,0
21Day,2.68,0,1.34,10.71,0,1.34,0,0,0,0,0,1.34,0,0,1.34,0,4.02,0,13.39,0,0,1.34,0,1.34,5.35,0,0,0,1.34,2.68,0,2.68,0,0,0,0
3Month,0,0.96,1.28,16.96,0,0,0,0.32,1.6,0.64,0,24.64,2.88,0.32,6.72,1.92,8.32,0.96,9.6,2.24,0.64,0.64,1.6,1.28,0,0.64,0,0,0.96,3.2,8,0.32,0,1.28,4.16,1.28
22Month,1.09,11.48,39.91,120.81,0.55,0,6.01,1.09,28.97,33.35,36.63,546.65,9.29,4.92,65.6,4.37,22.41,22.96,55.76,0,197.89,11.48,1.09,3.28,0.55,6.01,1.64,1.64,1.09,1.09,5.47,4.37,2.73,2.19,0,9.29
