stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,1.07,0,8.56,2.14,0,0,0,0,0,0,0,0,0,0,2.14,8.56,1.07,6.42,0,0,0,0,254.61,8.56,0,1.07,0,9.63,0,0,1.07,4.28,0,0,0,0,0,0
21Day,6.69,1.34,0,14.72,1.34,0,1.34,0,0,1.34,0,2.68,0,5.35,0,1.34,9.37,5.35,6.69,0,0,2.68,0,108.42,8.03,1.34,2.68,0,8.03,4.02,0,0,2.68,0,12.05,0,1.34,0,0
3Month,0,3.52,1.6,16.32,0,0.64,0,0.32,0.96,2.24,0,9.92,16.64,0,0.96,1.6,7.36,5.12,4.48,0.64,0,0.96,0.64,1.92,0,4.16,0.64,0,0.64,1.92,0.32,26.56,0,0,0,0.32,8.32,48.63,14.4
22Month,0,2.73,0,2.19,0,0,0,0,0,2.73,0.55,35.53,3.28,1.09,3.28,0,0.55,2.73,2.19,0.55,1.09,1.64,0,6.56,0,2.19,1.09,0.55,0,0.55,0,4.37,0,0.55,0,0,1.09,0,8.75
