stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,4.09,0,0,4.09,0,0,0,0,12.26,0,0,0,0,0,4.09,4.09,24.52,0,0,0,0,36.78,187.97,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,2.14,2.14,0,0,0,0,0,0,0,0,0,0,0,5.35,5.35,0,11.77,0,0,0,0,186.14,40.65,0,4.28,0,8.56,1.07,0,4.28,0,0,0,0,0
21Day,2.68,1.34,0,8.03,0,1.34,0,4.02,0,0,5.35,0,0,0,0,13.39,1.34,4.02,1.34,2.68,16.06,0,0,6.69,0,45.51,12.05,0,2.68,0,12.05,2.68,0,1.34,1.34,0,0,0,4.02
3Month,0.32,1.92,0,27.2,0.32,0,0.32,0.64,0.32,3.84,4.16,0,0,21.12,5.76,0.64,10.88,2.24,6.08,7.36,11.84,1.6,0,0.96,2.24,3.2,0.64,0.96,0.96,0,0,0.32,36.79,0.64,0.32,0.96,3.52,10.88,7.36
22Month,0.55,3.83,2.19,13.67,0,0,0.55,2.73,0,0.55,19.68,4.92,0,104.96,6.56,2.73,13.12,0.55,0.55,8.75,12.57,0,0.55,1.09,0,1.09,0,0.55,2.73,1.09,0.55,0.55,12.03,0.55,1.09,0,0.55,0,5.47
