stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,40.86,0,0,0,0,24.52,339.17,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,5.35,3.21,0,8.56,2.14,9.63,0,1.07,0,1.07,0,0,0,2.14,0,3.21,25.67,2.14,24.61,0,1.07,0,2.14,125.17,82.37,1.07,19.26,1.07,0,4.28,0,0,2.14,0,0,0
21Day,14.72,0,1.34,26.77,1.34,22.76,0,5.35,0,0,0,0,1.34,10.71,1.34,5.35,13.39,0,21.42,0,1.34,4.02,0,45.51,29.45,0,9.37,2.68,0,5.35,4.02,1.34,0,0,0,5.35
3Month,0,1.92,0.32,19.52,0,0,0.64,0,4.16,4.8,0,16.96,7.04,0.64,7.68,1.28,4.48,6.4,3.52,1.28,0,1.6,0.32,0.32,0.32,0.96,0.32,0,8,0,0.32,0,0,5.76,1.92,10.88
22Month,0,2.19,0.55,9.84,0,0,1.64,1.09,2.19,15.31,4.92,64.51,4.92,1.09,10.93,0.55,0.55,17.49,4.37,0,1.64,1.09,0,1.09,0.55,0.55,0,0,2.19,0,0.55,0,0,0.55,0,7.65
