stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0.5,0,0.59,0
5dpf,0,0,2.85,0,0.85
10dpf,0.98,0,0.85,0,0
