stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0.57,0
3dpf,1.58,6.64,0,0,0.8,0
5dpf,0,1.18,0,0,2.12,0.81
10dpf,4.49,20.27,0.4,1.02,1.72,0.48
