stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.51,0,0.54,0,0
3dpf,3.48,0,0,0.34,0.35
5dpf,0,0.81,0,0.62,0
10dpf,1.97,0,0,3.2,0
