stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,1.66,0
2dpf,0,0,0,1.32,53.94,0.5,0.52
3dpf,1.12,0,0.34,0.78,0.81,0,0
5dpf,6.98,0.3,0,2.04,4.12,0.29,1.13
10dpf,138.07,0,2.04,0,13.15,1.6,0
