stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.37,0,0,0.53
3dpf,0.51,0,0,0
5dpf,0,0.44,1.29,0
10dpf,0,0,1.81,1.25
