stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.13,0,0,0,0,0,0
3dpf,3.85,0,0,0.78,0.43,0,0.68
5dpf,0.36,0,5.84,1.02,2.14,0,9.47
10dpf,3.26,2.2,5.05,3.69,7.42,1.56,9.57
