stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0.64,0,0,0,0,0
3dpf,1.41,0,0,1.07,0,0
5dpf,0.3,0.7,0.31,5.37,27.71,0
10dpf,1.27,0.5,0,2.93,0,0.64
