stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.86,0
3dpf,2.36,0,0.37,0
5dpf,0,2.09,0,0.73
10dpf,2.07,0.7,0.39,0.76
