stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,2.46
16hpf,1.75,0,0,0,0,0,0
19hpf,0,0,4.42,0,0,0,0
2dpf,1.42,3.88,0,0.51,1.36,0.59,2.22
3dpf,13.94,0,1.35,0,0.3,0.84,0.31
5dpf,1.97,0,9.84,0,2.21,2.9,1.55
10dpf,5.13,0,0.38,0.6,0.88,0.37,0
