stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,1.53,9.08
3dpf,0.34,0,0,0,0
5dpf,0,1.42,5.01,0,0.67
10dpf,2.62,2.74,0,0,0
