stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,8.45,0,0,3.02,5.28,4.7,59.8
3dpf,1.93,0.69,0,0,0,0,16.79
5dpf,0,3.55,0.55,0,0.34,1.9,105.86
10dpf,2.14,2.69,0,0,0,0,43.76
