stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0.84,0,0,0,0,0,0
2dpf,19.84,0.56,0,0.74,0.54,0.68,2.78
3dpf,12.79,0.4,0,1.2,0,0,0.37
5dpf,7.87,0,0.36,2.79,1.42,0.83,0
10dpf,11.92,0,0,2.16,0,0.53,1.15
