stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.87,0,0.91
3dpf,0,0,0,0.64,0
5dpf,0.38,0,0,0,0
10dpf,2.12,0.58,0,2.16,0.43
