stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.23,0,1.31,0.63,1.5,0.65,1.14
3dpf,3.04,0,0.41,0,0.35,0,0
5dpf,2.63,1.19,2.2,1.74,3.47,0.4,0.6
10dpf,7.85,0,0.83,0.66,6.08,0,0
