stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,1.24,0,0,0
3dpf,1.03,0,0,5.33,0,0,0
5dpf,0,0.43,0,4.9,0,1.09,0.95
10dpf,2.22,0,0.4,0.87,1.6,0,0.68
