stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.61,0
3dpf,0,0,0.81,0,0,0
5dpf,0,0,1.15,0.29,0,2
10dpf,1.2,0.51,0,0,0,0
