stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,31.47,0,0,0,0,0,0,0,0,0
12hpf,64.72,7.92,2.34,5.19,10.37,10.26,0,3.96,1.77,36.85
14hpf,32.26,0,0,7.39,4.91,12.59,0,2.36,0,7.05
16hpf,79.85,0,1.86,10.71,13.9,24.05,0,0,8.93,16.56
19hpf,51.33,1.59,0,1.65,4.05,1.63,2.04,0,0,14.57
24hpf,130.92,0.95,19.45,7.06,11.86,13.75,0.89,0,3.52,7.34
2dpf,303.37,3.64,39.64,43.97,97.09,233.7,35.6,1.7,36.47,55.8
3dpf,1548.04,5.75,18.33,20.91,29.66,363.69,8.94,0,10.74,26.17
5dpf,65.74,11.95,82.97,56.67,25.14,311.89,16.91,5.57,29.23,90.71
10dpf,492.56,22.81,160.14,40.22,24.24,248.04,19.26,0,26.89,31.53
