stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,11.51,0,0,0,0,0
2dpf,0.53,0,0.96,1.11,4.46,0
3dpf,1.44,0.68,0,0,0.53,0
5dpf,0,0,0,0.55,0.68,0.52
10dpf,1.74,0,0,0,0.73,0
