stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0.49,1.23
3dpf,1.56,0.56,0,0,0,1.04
5dpf,0,0,1.21,0,0,16.49
10dpf,0,1.2,0.53,1.2,0,1.39
