stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.81,0,0,0
3dpf,1.12,0,0,0.34
5dpf,1.11,0,0,0.81
10dpf,4.23,49.97,2.57,0.5
