stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.09,0,0.37,4.4,0.29,0
5dpf,0,0.31,0,3.23,0,1.2
10dpf,1.39,0,0,2.53,0,0
