stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,0,0,0,0,1.7
2dpf,0,0,0,1.46,0,0,55.57
3dpf,2.8,2.16,0,0,0.42,0,46.6
5dpf,0.83,0,0,0,0,0,49.08
10dpf,1.41,0,0.66,0,0,1.4,78.47
