stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,7.98,0,1.29,0.61,1.63,0,1.42,2.55
3dpf,1.74,0.46,0,2.54,0,0,0,0
5dpf,1.05,0,0.81,9.5,0,0.9,7.24,0
10dpf,1.45,6.79,0,1.36,0,0,8.36,0
