stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.55,0,0,1.45,0
3dpf,2.64,0,0.46,1.05,0
5dpf,0,1.04,8.43,0.79,1.08
10dpf,0,0,2.31,0,0
