stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.94,2.33,0.98,0.54
3dpf,1.03,0,0,1.92,0,0.31
5dpf,0.98,0.47,0.42,0.34,1.05,1.64
10dpf,1.47,0.93,0,0,0,0
