stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.9,0.49,0.97,0
3dpf,9.98,0,0,0.7,0.41,5.05,0,0.72,0.82
5dpf,1.23,0.87,0.37,0,0.78,4,2.22,0,3
10dpf,5.78,0,2.7,0.48,1.35,4.88,0,0,2.46
