stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.12,0,0,0,0
3dpf,16.38,0,1.9,0,0.34
5dpf,1.83,0,3.91,0.34,1.1
10dpf,18.73,0.48,0.64,0,1.25
